episode,type,classification,surface_spawns,air_spawns,top_spawns,unknown_spawns,levels,link_ids,conflict
2,765,surface,14,0,0,0,3,20;21;22;24;26;27;28;31;32;33;34;40,0
2,766,surface,14,0,0,0,3,20;21;22;24;26;27;28;31;32;33;34;40,0
2,768,surface,16,0,0,0,3,20;22;23;25;26;30;32;35;36;38;39;40,0
2,769,surface,16,0,0,0,3,20;22;23;25;26;30;32;35;36;38;39;40,0
2,770,surface,16,0,0,0,3,20;22;23;25;26;30;32;35;36;38;39;40,0
2,771,surface,16,0,0,0,3,20;22;23;25;26;30;32;35;36;38;39;40,0
2,772,,0,0,3,0,3,64,0
2,773,,0,0,3,0,3,64,0
2,774,,0,0,3,0,3,64,0
2,775,,0,0,3,0,3,64,0
2,776,surface,112,0,10,0,2,1;2;5;8;10;12;15;18;20;21;22;23;24;25;28;32;45;65;85,0
2,777,surface,240,0,0,0,2,1;2;3;4;5;6;7;8;9;11;12;13;14;15;16;17;19;21;23;24;26;27;29;31;33,0
2,778,surface,31,0,0,0,2,10;11;12;13;14;15;16;17;18,0
2,779,surface,15,0,0,0,2,24;44;64;84;164;184,0
2,780,surface,21,0,0,0,2,1;3;5;7;9;14;25;31;45;165;185,0
2,781,surface,21,0,0,0,2,1;3;5;7;9;14;25;31;45;165;185,0
2,782,surface,21,0,0,0,2,1;3;5;7;9;14;25;31;45;165;185,0
2,783,surface,21,0,0,0,2,1;3;5;7;9;14;25;31;45;165;185,0
2,784,surface,21,0,0,0,2,2;4;6;8;10;15;25;32;45;165;185,0
2,785,surface,21,0,0,0,2,2;4;6;8;10;15;25;32;45;165;185,0
2,786,surface,21,0,0,0,2,2;4;6;8;10;15;25;32;45;165;185,0
2,787,surface,21,0,0,0,2,2;4;6;8;10;15;25;32;45;165;185,0
2,788,air,0,3,0,0,1,10;30,0
2,789,air,0,3,0,0,1,10;30,0
2,790,surface,51,0,0,0,2,1;2;3;4;5;6;7;8,0
2,791,surface,51,0,0,0,2,1;2;3;4;5;6;7;8,0
2,792,air,0,84,0,0,2,,0
2,793,air,0,90,0,0,2,,0
2,794,air,0,114,0,0,2,,0
2,795,,0,0,56,0,2,1;10;11;12;13;14;15;16;17;18;19;45;65;85,0
2,796,,85,27,3,0,2,1;2;3;4;10;11;13;14;15;16;20;21;22;23;24;25;26;27;28;33;34;35;36;37;38;254,1
2,797,air,0,11,0,0,2,1;2;3;4;254,0
2,798,,85,27,3,0,2,1;2;3;4;10;11;13;14;15;16;20;21;22;23;24;25;26;27;28;33;34;35;36;37;38;254,1
2,804,,8,16,3,0,1,10;11;13;14;15;16;254,1
2,805,surface,77,0,0,0,1,20;21;22;23;24;25;26;27;28;33;34;35;36;37;38,0
2,806,air,0,10,0,0,1,1;2;3;4,0
2,807,,8,16,3,0,1,10;11;13;14;15;16;254,1
2,808,surface,77,0,0,0,1,20;21;22;23;24;25;26;27;28;33;34;35;36;37;38,0
2,809,surface,39,0,0,0,2,10;12,0
2,810,surface,670,0,0,0,1,,0
2,811,air,0,12,0,0,1,1;2;3;4;5;10;11;12;13;14;15;16,0
2,813,surface,13,0,0,0,1,1;2;3;4;5;6;7;201,0
2,814,air,0,18,0,0,1,,0
2,815,air,0,7,0,0,1,13,0
2,817,surface,13,0,0,0,1,10;11;12;13;14;15,0
2,818,,3,5,0,0,2,1;2;3;10;11;12,1
2,819,surface,34,0,0,0,2,1;2;3;4;5;6;7;8;9,0
2,820,surface,25,0,0,0,1,1;2;4;6;7;8;9;10;11;12;13;14;18,0
2,821,surface,24,0,0,0,1,1;2;3;4;5;6;9;10;12;14;15;16;17;19,0
2,826,air,0,5,0,0,1,201,0
2,835,,0,0,1,0,1,62,0
3,4,,0,0,64,0,1,1;2;3;4;5;6;7;10;11;12;13;14;15;16;17;18,0
3,5,air,0,15,17,0,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0
3,6,surface,6,0,0,0,1,4;6;8,0
3,7,surface,6,0,0,0,1,4;6;8,0
3,8,surface,11,0,0,0,1,1;3;5;7,0
3,9,surface,11,0,0,0,1,1;3;5;7,0
3,10,air,0,15,0,0,1,1;2;3;4;5;11;12;13;14;15,0
3,12,air,0,25,0,0,1,6;7;8;9;10;16;17;18;19;20;30,0
3,13,surface,5,0,0,0,1,2;4;6,0
3,14,surface,5,0,0,0,1,2;4;6,0
3,15,,0,0,9,0,1,1;2;3;4;5;6;7;8,0
3,17,,10,10,0,0,1,10,1
3,18,surface,2,0,0,0,1,7;9,0
3,19,surface,11,0,0,0,1,7;9,0
3,20,surface,2,0,0,0,1,7;9,0
3,21,surface,2,0,0,0,1,8;10,0
3,22,surface,14,0,0,0,1,8;10,0
3,23,surface,2,0,0,0,1,8;10,0
3,24,air,0,14,0,0,1,1;3;4,0
3,25,air,0,14,0,0,1,2;5;6,0
3,26,,0,0,3,0,1,11;12;32,0
3,27,,0,0,3,0,1,12;13;33,0
3,28,,3,15,0,0,1,,1
3,29,,3,15,0,0,1,,1
3,30,,3,24,3,0,1,41;61;81;143;163;182,1
3,31,,1,8,3,0,1,42;62;82;149;169;189,1
3,32,,0,0,10,0,1,,0
3,33,,0,0,7,0,1,,0
3,34,,0,0,10,0,1,,0
3,35,,0,0,10,0,1,,0
3,36,,0,0,7,0,1,,0
3,37,,0,0,10,0,1,,0
3,38,,0,0,2,0,1,,0
3,39,,0,0,2,0,1,,0
3,40,,0,0,15,0,1,,0
3,41,,0,0,2,0,1,,0
3,42,,0,0,1,0,1,31,0
3,43,,0,0,1,0,1,31,0
3,44,,0,0,1,0,1,31,0
3,45,,0,0,1,0,1,31,0
3,46,air,0,1,0,0,1,142,0
3,47,air,0,1,0,0,1,142,0
3,48,air,0,1,0,0,1,142,0
3,49,air,0,1,0,0,1,142,0
3,50,air,0,1,0,0,1,142,0
3,51,air,0,1,0,0,1,142,0
3,52,air,0,1,0,0,1,142,0
3,53,air,0,1,0,0,1,142,0
3,54,air,0,1,0,0,1,142,0
3,55,air,0,1,0,0,1,142,0
3,56,air,0,1,0,0,1,42,0
3,57,air,0,1,0,0,1,42,0
3,58,air,0,1,0,0,1,142,0
3,59,air,0,1,0,0,1,141,0
3,60,air,0,1,0,0,1,141,0
3,61,air,0,1,0,0,1,42,0
3,62,air,0,1,0,0,1,42,0
3,63,air,0,1,0,0,1,142,0
3,64,air,0,1,0,0,1,141,0
3,65,air,0,1,0,0,1,141,0
3,66,,0,0,3,0,1,1,0
3,67,,0,0,3,0,1,1,0
3,68,,0,0,3,0,1,1,0
3,69,,0,0,3,0,1,1,0
3,70,,0,0,3,0,1,1,0
3,71,,0,0,3,0,1,1,0
3,72,,0,0,3,0,1,1,0
3,73,,0,0,3,0,1,2,0
3,74,,0,0,3,0,1,2,0
3,75,,0,0,3,0,1,2,0
3,76,,0,0,3,0,1,2,0
3,77,,0,0,3,0,1,2,0
3,78,,0,0,3,0,1,2,0
3,79,,0,0,3,0,1,2,0
3,80,surface,2,0,0,0,1,23;25,0
3,81,surface,2,0,0,0,1,23;25,0
3,82,surface,2,0,0,0,1,23;25,0
3,83,surface,2,0,0,0,1,23;25,0
3,84,surface,28,0,0,0,1,,0
3,85,surface,14,0,0,0,1,1;2;3;4;5;6;7,0
3,86,surface,14,0,0,0,1,1;2;3;4;5;6;7,0
3,87,surface,7,0,0,0,1,20;21;22;24;26;27;28,0
3,88,surface,7,0,0,0,1,20;21;22;24;26;27;28,0
3,89,surface,7,0,0,0,1,20;21;22;24;26;27;28,0
3,90,surface,7,0,0,0,1,20;21;22;24;26;27;28,0
3,91,surface,39,0,0,0,2,5;6;7;8;19,0
3,92,surface,39,0,0,0,2,5;6;7;8,0
3,93,air,0,25,0,0,2,6;7;18,0
3,94,air,0,2,0,0,1,,0
3,95,air,0,2,0,0,1,,0
3,96,air,0,2,0,0,1,7;8,0
3,97,air,0,2,0,0,1,,0
3,98,air,0,2,0,0,1,,0
3,99,air,0,25,0,0,2,8;9;19,0
3,100,surface,20,0,0,0,2,1;2;3;4,0
3,101,surface,20,0,0,0,2,1;2;3;4,0
3,102,,10,7,0,0,1,,1
3,103,air,0,7,0,0,1,,0
3,104,surface,12,0,0,0,2,1;2;3;7;8;9,0
3,105,air,0,18,0,0,2,9;10;11,0
3,106,air,0,9,0,0,1,5;6;7;8;9,0
3,107,air,0,9,0,0,1,5;6;7;8;9,0
3,108,air,0,10,0,0,1,10;11;12;13;14,0
3,109,,8,4,8,0,2,6;7;8;9,1
3,110,,8,4,8,0,2,6;7;8;9,1
3,111,,8,4,8,0,2,6;7;8;9,1
3,112,,10,6,12,0,2,6;7;8;9,1
3,113,,10,6,12,0,2,6;7;8;9,1
3,114,,10,6,12,0,2,6;7;8;9,1
3,115,,4,2,4,0,2,6;7;8;9,1
3,116,,4,2,4,0,2,6;7;8;9,1
3,117,,4,2,4,0,2,6;7;8;9,1
3,118,,4,2,4,0,2,6;7;8;9,1
3,119,,4,2,4,0,2,6;7;8;9,1
3,120,,4,2,4,0,2,6;7;8;9,1
3,121,surface,6,0,0,0,1,20;22;24;25;26;28,0
3,122,surface,6,0,0,0,1,20;22;24;25;26;28,0
3,123,surface,6,0,0,0,1,20;22;24;25;26;28,0
3,124,surface,6,0,0,0,1,20;22;24;25;26;28,0
3,125,surface,3,0,0,0,1,21;23;27,0
3,126,surface,3,0,0,0,1,21;23;27,0
3,127,surface,3,0,0,0,1,21;23;27,0
3,128,surface,3,0,0,0,1,21;23;27,0
3,129,air,0,6,0,0,1,,0
3,131,air,0,5,0,0,1,1,0
3,132,air,0,42,0,0,1,9;10;11;12;13;14;15;16;17;18,0
3,133,air,0,12,0,0,1,41;42;61;62;81;82;143;144,0
3,134,air,0,22,0,0,1,9;18,0
3,142,,15,12,0,0,2,,1
3,143,,1,4,0,0,2,,1
3,145,surface,13,0,0,0,1,20;21;22;23;26;27;31;32;33;34;36,0
3,146,surface,13,0,0,0,1,20;21;22;23;26;27;31;32;33;34;36,0
3,162,surface,6,0,0,0,1,,0
3,163,air,0,35,0,0,1,1;2;3;4;10;11,0
3,164,air,0,5,0,0,1,5;18;19,0
3,165,,4,55,0,0,1,1;2;3;4;5;6;7;8;9;10;11;12,1
3,166,air,0,10,0,0,1,1;2;3;4;5,0
3,169,air,0,6,0,0,1,1;2;3;6,0
3,170,air,0,2,0,0,1,4;7,0
3,171,surface,9,0,0,0,1,20;21;22;23;24;25;26;27;28,0
3,172,surface,9,0,0,0,1,20;21;22;23;24;25;26;27;28,0
3,173,surface,9,0,0,0,1,20;21;22;23;24;25;26;27;28,0
3,192,,0,0,6,0,2,1;2;5;6,0
3,193,,0,0,6,0,2,1;2;5;6,0
3,201,,1,4,1,0,1,1;19,1
3,202,,1,4,1,0,1,1;19,1
3,203,,1,4,1,0,1,1;19,1
3,204,,1,4,1,0,1,1;19,1
3,205,,1,4,1,0,1,1;19,1
3,206,,1,4,1,0,1,1;19,1
3,207,,1,4,1,0,1,1;19,1
3,208,,1,4,1,0,1,1;19,1
3,209,,1,4,1,0,1,1;19,1
3,210,,1,4,1,0,1,1;19,1
3,211,,1,4,1,0,1,1;19,1
3,212,,1,4,1,0,1,1;19,1
3,213,,1,4,1,0,1,1;19,1
3,214,,1,4,1,0,1,1;19,1
3,215,,1,4,1,0,1,1;19,1
3,216,,1,4,1,0,1,1;19,1
3,217,,1,4,1,0,1,1;19,1
3,218,,1,4,1,0,1,1;19,1
3,219,,1,4,1,0,1,1;19,1
3,220,,1,4,1,0,1,1;19,1
3,221,air,0,4,1,0,1,1;19,0
3,222,air,0,4,1,0,1,1;19,0
3,223,,1,4,1,0,1,1;19,1
3,224,surface,1,0,0,0,1,1,0
3,225,surface,1,0,0,0,1,1,0
3,226,air,0,108,0,0,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16,0
3,227,air,0,108,0,0,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16,0
3,228,,0,0,6,0,1,7;9;11;13;14,0
3,229,,0,0,6,0,1,7;9;11;13;14,0
3,230,,0,0,6,0,1,7;9;11;13;14,0
3,231,,0,0,6,0,1,7;9;11;13;14,0
3,232,,0,0,4,0,1,8;10;15;16,0
3,233,,0,0,4,0,1,8;10;15;16,0
3,234,,0,0,4,0,1,8;10;15;16,0
3,235,,0,0,4,0,1,8;10;15;16,0
3,237,surface,7,0,0,0,1,21;24;25;28;30;37;40,0
3,238,surface,7,0,0,0,1,21;24;25;28;30;37;40,0
3,239,surface,7,0,0,0,1,21;24;25;28;30;37;40,0
3,240,surface,7,0,0,0,1,21;24;25;28;30;37;40,0
3,241,air,0,4,3,0,2,1;2;3;19,0
3,242,air,0,4,3,0,2,1;2;3;19,0
3,243,air,0,4,3,0,2,1;2;3;19,0
3,244,air,0,4,3,0,2,1;2;3;19,0
3,245,surface,2,0,0,0,1,29;38,0
3,246,surface,2,0,0,0,1,29;38,0
3,247,surface,2,0,0,0,1,29;38,0
3,248,surface,2,0,0,0,1,29;38,0
3,249,surface,2,0,0,0,1,29;38,0
3,250,surface,2,0,0,0,1,29;38,0
3,251,surface,2,0,0,0,1,29;38,0
3,252,surface,2,0,0,0,1,35;39,0
3,253,surface,2,0,0,0,1,35;39,0
3,254,surface,2,0,0,0,1,35;39,0
3,255,surface,2,0,0,0,1,35;39,0
3,256,surface,2,0,0,0,1,35;39,0
3,257,surface,2,0,0,0,1,35;39,0
3,258,surface,2,0,0,0,1,35;39,0
3,259,air,0,64,0,0,2,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0
3,269,surface,7,0,0,0,1,,0
3,270,surface,46,0,0,0,1,,0
3,271,surface,18,0,0,0,1,,0
3,272,surface,24,0,0,0,1,,0
3,273,surface,5,0,0,0,1,,0
3,275,surface,14,0,0,0,1,,0
3,276,surface,72,0,0,0,1,,0
3,284,air,0,34,0,0,1,1;2;3;4;5;6;7;8;9;10;16;17;18;19;20,0
3,287,surface,1,0,0,0,1,25,0
3,288,surface,1,0,0,0,1,25,0
3,289,surface,35,0,0,0,2,20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,0
3,290,surface,35,0,0,0,2,20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,0
3,291,surface,35,0,0,0,2,20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,0
3,292,surface,35,0,0,0,2,20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,0
3,293,surface,11,0,0,0,2,21;23;24;26;27;28;29;30;31;32,0
3,294,surface,11,0,0,0,2,21;23;24;26;27;28;29;30;31;32,0
3,295,surface,11,0,0,0,2,21;23;24;26;27;28;29;30;31;32,0
3,296,surface,11,0,0,0,2,21;23;24;26;27;28;29;30;31;32,0
3,297,surface,11,0,0,0,2,21;23;24;26;27;28;29;30;31;32,0
3,298,surface,11,0,0,0,2,21;23;24;26;27;28;29;30;31;32,0
3,299,surface,11,0,0,0,2,21;23;24;26;27;28;29;30;31;32,0
3,300,surface,11,0,0,0,2,21;23;24;26;27;28;29;30;31;32,0
3,301,surface,11,0,0,0,2,21;23;24;26;27;28;29;30;31;32,0
3,302,,0,0,15,0,1,7;8;9;109,0
3,303,,0,0,15,0,1,7;8;9;109,0
3,304,,0,0,15,0,1,7;8;9;109,0
3,305,,0,0,15,0,1,7;8;9;109,0
3,306,,0,0,15,0,1,7;8;9;109,0
3,307,,0,0,15,0,1,7;8;9;109,0
3,308,,0,0,15,0,1,7;8;9;109,0
3,309,surface,2,0,0,0,1,30;32,0
3,310,surface,2,0,0,0,1,30;32,0
3,311,surface,2,0,0,0,1,30;32,0
3,312,surface,2,0,0,0,1,30;32,0
3,313,surface,5,0,0,0,1,22;23;24;29;31,0
3,314,surface,5,0,0,0,1,22;23;24;29;31,0
3,315,surface,5,0,0,0,1,22;23;24;29;31,0
3,316,surface,5,0,0,0,1,22;23;24;29;31,0
3,325,surface,4,0,0,0,1,,0
3,326,surface,1,0,0,0,1,28,0
3,327,surface,1,0,0,0,1,28,0
3,328,surface,1,0,0,0,1,28,0
3,329,surface,1,0,0,0,1,28,0
3,330,surface,1,0,0,0,1,28,0
3,331,surface,1,0,0,0,1,28,0
3,338,surface,5,0,0,0,1,20;21;26;33;34,0
3,339,surface,5,0,0,0,1,20;21;26;33;34,0
3,340,surface,5,0,0,0,1,20;21;26;33;34,0
3,341,surface,5,0,0,0,1,20;21;26;33;34,0
3,342,surface,5,0,0,0,1,20;21;26;33;34,0
3,343,surface,1,0,0,0,1,27,0
3,344,surface,1,0,0,0,1,27,0
3,345,surface,1,0,0,0,1,27,0
3,346,surface,1,0,0,0,1,27,0
3,347,surface,1,0,0,0,1,27,0
3,348,surface,1,0,0,0,1,27,0
3,349,surface,5,0,0,0,1,10;11;18;19,0
3,350,surface,5,0,0,0,1,10;11;18;19,0
3,351,surface,5,0,0,0,1,10;11;18;19,0
3,352,surface,5,0,0,0,1,10;11;18;19,0
3,353,surface,5,0,0,0,1,10;11;18;19,0
3,354,surface,5,0,0,0,1,10;11;18;19,0
3,355,surface,5,0,0,0,1,10;11;18;19,0
3,356,surface,5,0,0,0,1,10;11;18;19,0
3,357,surface,5,0,0,0,1,10;11;18;19,0
3,358,surface,5,0,0,0,1,10;11;18;19,0
3,359,surface,5,0,0,0,1,10;11;18;19,0
3,360,surface,5,0,0,0,1,10;11;18;19,0
3,361,surface,5,0,0,0,1,10;11;18;19,0
3,362,surface,5,0,0,0,1,10;11;18;19,0
3,363,surface,5,0,0,0,1,10;11;18;19,0
3,364,surface,5,0,0,0,1,10;11;18;19,0
3,365,surface,5,0,0,0,1,10;11;18;19,0
3,394,air,0,22,0,0,1,,0
3,395,air,0,7,0,0,1,,0
3,397,air,0,11,0,0,2,,0
3,398,air,0,2,0,0,1,,0
3,400,air,0,1,0,0,1,10,0
3,401,air,0,1,0,0,1,10,0
3,402,air,0,1,0,0,1,10,0
3,403,air,0,1,0,0,1,10,0
3,404,air,0,1,0,0,1,10,0
3,405,air,0,1,0,0,1,10,0
3,406,air,0,1,0,0,1,10,0
3,407,air,0,1,0,0,1,10,0
3,408,air,0,1,0,0,1,10,0
3,409,air,0,1,0,0,1,10,0
3,410,air,0,1,0,0,1,10,0
3,411,air,0,1,0,0,1,10,0
3,426,,24,11,0,0,2,10;11;12;13;14;15;16,1
3,427,,24,11,0,0,2,10;11;12;13;14;15;16,1
3,428,,24,11,0,0,2,10;11;12;13;14;15;16,1
3,429,,24,11,0,0,2,10;11;12;13;14;15;16,1
3,430,surface,17,0,3,0,2,10;11;12;13;14;15;16;17;18,0
3,431,surface,17,0,3,0,2,10;11;12;13;14;15;16;17;18,0
3,432,surface,17,0,3,0,2,10;11;12;13;14;15;16;17;18,0
3,433,surface,17,0,3,0,2,10;11;12;13;14;15;16;17;18,0
3,434,air,0,6,12,0,2,1;2;3;4;5;6,0
3,435,air,0,6,12,0,2,1;2;3;4;5;6,0
3,436,air,0,6,12,0,2,1;2;3;4;5;6,0
3,437,air,0,6,12,0,2,1;2;3;4;5;6,0
3,438,air,0,6,12,0,2,1;2;3;4;5;6,0
3,439,air,0,6,12,0,2,1;2;3;4;5;6,0
3,477,surface,36,0,0,0,1,4;5;6;7;10;11;12;13;14;15;16;17,0
3,478,,9,6,0,0,1,1;2;3;4;5;6;7;8;9,1
3,480,surface,2,0,0,0,1,142,0
3,481,surface,2,0,0,0,1,142,0
3,482,surface,2,0,0,0,1,143,0
3,483,surface,2,0,0,0,1,143,0
3,484,surface,2,0,0,0,1,43,0
3,485,surface,2,0,0,0,1,43,0
3,486,surface,2,0,0,0,1,142,0
3,487,surface,2,0,0,0,1,142,0
3,488,surface,2,0,0,0,1,143,0
3,489,surface,2,0,0,0,1,143,0
3,490,surface,2,0,0,0,1,43,0
3,491,surface,2,0,0,0,1,43,0
3,492,surface,2,0,0,0,1,142,0
3,493,surface,2,0,0,0,1,143,0
3,494,surface,2,0,0,0,1,143,0
3,495,surface,2,0,0,0,1,143,0
3,496,surface,2,0,0,0,1,43,0
3,497,surface,2,0,0,0,1,143,0
3,498,surface,2,0,0,0,1,143,0
3,499,surface,2,0,0,0,1,143,0
3,500,surface,15,0,0,0,1,,0
3,514,surface,33,0,0,0,2,1;2;3;4;5;6;10;11;12;13;14;15;16;17;18,0
3,516,surface,2,0,0,0,1,29;30,0
3,517,surface,2,0,0,0,1,29;30,0
3,518,surface,2,0,0,0,1,29;30,0
3,519,surface,2,0,0,0,1,29;30,0
3,520,surface,2,0,0,0,1,29;30,0
3,521,surface,2,0,0,0,1,29;30,0
3,534,surface,1,0,0,0,1,,0
3,536,surface,4,0,0,0,1,5,0
3,537,surface,4,0,0,0,1,95,0
3,538,surface,4,0,0,0,1,5,0
3,539,surface,4,0,0,0,1,5,0
3,540,surface,4,0,0,0,1,5,0
3,541,surface,4,0,0,0,1,5,0
3,546,surface,12,0,0,0,1,10;11,0
3,547,surface,12,0,0,0,1,10;11,0
3,548,surface,12,0,0,0,1,10;11,0
3,549,surface,12,0,0,0,1,10;11,0
3,550,surface,4,0,0,0,1,99,0
3,552,surface,32,0,0,0,1,,0
3,553,surface,46,0,0,0,1,,0
3,554,surface,75,0,0,0,1,20;21;22;23;24;25;26;27;28;29;30;31;32;33,0
3,559,air,0,7,0,0,1,10;11;12;13;41;61;81,0
3,562,air,0,5,0,0,1,,0
3,567,,29,1,0,0,2,10;11;12;13;14;15,1
3,568,surface,2,0,0,0,1,99,0
3,582,surface,29,0,0,0,1,10;11;12;13;14;15,0
3,583,surface,29,0,0,0,1,10;11;12;13;14;15,0
3,584,surface,29,0,0,0,1,10;11;12;13;14;15,0
3,585,surface,29,0,0,0,1,10;11;12;13;14;15,0
3,586,surface,31,0,0,0,1,1;2;3;4;5;6;8;9;41;61,0
3,587,surface,31,0,0,0,1,1;2;3;4;5;6;8;9;41;61,0
3,588,surface,40,0,0,0,1,1;2;3;4;5;6;8;9;41;61,0
3,589,surface,35,0,0,0,1,1;2;3;4;5;6;8;9;42;62,0
3,590,air,0,10,0,0,1,1;2;3;4;14;15;16;17,0
3,594,air,0,3,0,0,1,,0
3,595,air,0,135,0,0,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0
3,597,surface,56,0,0,0,1,20;21;22;23;24;25;26;27;28;29;30;31;32;33,0
3,598,surface,14,0,0,0,1,1;2;4;5;7;8;41;61,0
3,599,surface,197,0,0,0,1,1;2;3;4;5;6;7;8;9;42;62,0
3,600,air,0,46,28,0,2,,0
3,601,air,0,20,0,0,1,,0
3,630,surface,1,0,0,0,1,141,0
3,631,surface,1,0,0,0,1,141,0
3,632,surface,1,0,0,0,1,141,0
3,633,surface,1,0,0,0,1,141,0
3,634,surface,1,0,0,0,1,141,0
3,635,surface,1,0,0,0,1,141,0
3,636,surface,1,0,0,0,1,141,0
3,637,surface,1,0,0,0,1,141,0
3,638,surface,1,0,0,0,1,141,0
3,639,surface,1,0,0,0,1,141,0
3,640,surface,1,0,0,0,1,141,0
3,641,surface,1,0,0,0,1,141,0
3,642,surface,1,0,0,0,1,142,0
3,643,surface,1,0,0,0,1,142,0
3,644,surface,1,0,0,0,1,142,0
3,645,surface,1,0,0,0,1,142,0
3,646,surface,1,0,0,0,1,142,0
3,647,surface,1,0,0,0,1,142,0
3,648,surface,1,0,0,0,1,142,0
3,649,surface,1,0,0,0,1,142,0
3,650,surface,1,0,0,0,1,142,0
3,651,surface,1,0,0,0,1,142,0
3,652,surface,1,0,0,0,1,142,0
3,653,surface,1,0,0,0,1,142,0
3,654,surface,1,0,0,0,1,142,0
3,655,surface,1,0,0,0,1,142,0
3,656,surface,1,0,0,0,1,142,0
3,657,surface,1,0,0,0,1,142,0
3,658,surface,1,0,0,0,1,142,0
3,659,surface,1,0,0,0,1,42,0
3,662,surface,7,0,0,0,1,3;5;7,0
3,663,surface,7,0,0,0,1,3;5;7,0
3,664,surface,7,0,0,0,1,3;5;7,0
3,665,surface,7,0,0,0,1,3;5;7,0
3,666,surface,7,0,0,0,1,3;5;7,0
3,667,surface,7,0,0,0,1,3;5;7,0
3,668,surface,7,0,0,0,1,3;5;7,0
3,669,surface,7,0,0,0,1,3;5;7,0
3,670,surface,7,0,0,0,1,2;4;6,0
3,671,surface,7,0,0,0,1,2;4;6,0
3,672,surface,7,0,0,0,1,2;4;6,0
3,673,surface,7,0,0,0,1,2;4;6,0
3,674,surface,7,0,0,0,1,2;4;6,0
3,675,surface,7,0,0,0,1,2;4;6,0
3,676,surface,7,0,0,0,1,2;4;6,0
3,677,surface,7,0,0,0,1,2;4;6,0
3,679,surface,47,0,0,0,1,1;11,0
3,680,surface,47,0,0,0,1,1;11,0
3,681,surface,108,0,0,0,1,,0
3,682,,8,6,2,0,2,1;2;3;4;10;11;12;13;14;15;16;17,1
3,683,,8,6,2,0,2,1;2;3;4;10;11;12;13;14;15;16;17,1
3,684,,8,6,2,0,2,1;2;3;4;10;11;12;13;14;15;16;17,1
3,685,,7,6,2,0,2,1;2;3;4;10;12;13;14;15;16;17,1
3,686,surface,4,0,8,0,2,2;3;4;5;6;7;8;9,0
3,689,air,0,14,0,0,1,1,0
3,696,surface,9,0,0,0,1,,0
3,697,surface,11,0,0,0,1,,0
3,698,surface,10,0,0,0,1,,0
3,699,surface,311,0,0,0,1,,0
3,702,air,0,16,6,0,1,1;2;3;4;5;6;7;8;9;10,0
3,704,,0,0,57,0,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19,0
3,706,air,0,1,1,0,1,1,0
3,707,air,0,34,10,0,1,1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17,0
3,708,air,0,28,0,0,1,1;2;3;4;5;6;7;8;9;10,0
3,711,,4,20,8,0,1,17;19,1
3,712,,4,20,8,0,1,17;19,1
3,713,,3,20,9,0,1,18,1
3,714,,3,20,9,0,1,18,1
3,715,,3,20,9,0,1,18,1
3,716,,12,80,36,0,1,18,1
3,717,,12,80,36,0,1,18,1
3,718,,12,80,36,0,1,18,1
3,719,,3,20,9,0,1,18,1
3,720,,3,20,9,0,1,18,1
3,721,,3,20,9,0,1,18,1
3,722,air,0,2,0,0,1,57,0
3,723,air,0,2,0,0,1,57,0
3,724,air,0,2,0,0,1,57,0
3,725,air,0,2,0,0,1,57,0
3,726,air,0,2,0,0,1,57,0
3,727,air,0,2,0,0,1,58,0
3,728,air,0,2,0,0,1,58,0
3,729,air,0,2,0,0,1,58,0
3,730,air,0,2,0,0,1,58,0
3,731,air,0,2,0,0,1,58,0
3,732,air,0,2,0,0,1,59,0
3,733,air,0,2,0,0,1,59,0
3,734,air,0,12,0,0,1,59,0
3,735,surface,1,0,0,0,1,141,0
3,736,surface,1,0,0,0,1,42,0
3,737,surface,3,0,0,0,1,254,0
3,738,surface,3,0,0,0,1,254,0
3,844,surface,6,0,0,0,1,99,0
4,32,surface,14,0,0,0,1,,0
4,33,surface,6,0,0,0,1,20;21;23;31;37;38,0
4,34,surface,6,0,0,0,1,20;21;23;31;37;38,0
4,35,surface,6,0,0,0,1,20;21;23;31;37;38,0
4,36,surface,6,0,0,0,1,20;21;23;31;37;38,0
4,37,surface,46,0,0,0,1,21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,0
4,38,surface,14,0,0,0,1,22;24;25;32;33;34;35;36;38;39;40,0
4,39,surface,46,0,0,0,1,21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40,0
4,40,surface,68,0,0,0,1,1;2;3;4;5;6;7;8;9;11;12;13;14;15;16;17;18;19,0
4,45,surface,16,0,0,0,1,22;23;24;25;26;27;29;30;31;35;36;37,0
4,46,surface,94,0,0,0,1,,0
