episode,section,level,time,event_type,d1,d2,d3,d4,d5,d6
1,22,3,60,20,0,-10,0,17,0,0
1,22,3,70,19,0,1,0,16,0,0
1,22,3,70,19,0,0,0,15,0,0
1,22,3,70,19,0,0,0,14,0,0
1,22,3,70,20,0,-10,0,15,0,0
1,22,3,80,19,0,1,0,14,0,0
1,22,3,160,6,198,90,0,1,0,0
1,22,3,160,6,198,114,0,2,0,0
1,22,3,160,6,198,186,0,3,0,0
1,22,3,160,6,198,210,0,4,0,0
1,22,3,160,33,513,0,0,2,0,0
1,22,3,160,33,513,0,0,4,0,0
1,22,3,188,6,456,18,0,10,0,0
1,22,3,188,60,1,1,0,10,0,0
1,22,3,200,24,10,2,1,2,0,0
1,22,3,200,24,10,2,1,3,0,0
1,22,3,210,24,19,12,2,3,0,0
1,22,3,210,24,10,2,1,1,0,0
1,22,3,210,24,19,12,2,2,0,0
1,22,3,210,24,10,2,1,4,0,0
1,22,3,210,31,0,0,0,3,40,0
1,22,3,210,31,0,0,0,2,40,0
1,22,3,220,24,19,12,2,1,0,0
1,22,3,220,24,19,12,2,4,0,0
1,22,3,220,31,0,0,0,1,40,0
1,22,3,220,31,0,0,0,4,40,0
1,22,3,328,12,313,114,0,20,0,0
1,22,3,328,12,313,186,0,21,0,0
1,22,3,384,6,457,138,0,19,0,0
1,22,3,384,45,602,0,0,19,0,0
1,22,3,385,61,1,0,10,0,0,0
1,22,3,386,60,2,1,0,19,0,0
1,22,3,552,6,457,186,0,18,0,0
1,22,3,552,45,603,0,0,18,0,0
1,22,3,553,61,2,0,10,0,0,0
1,22,3,554,60,3,1,0,18,0,0
1,22,3,580,6,338,234,0,22,-56,0
1,22,3,580,12,339,234,0,22,0,0
1,22,3,636,6,272,90,0,0,0,0
1,22,3,636,6,272,114,0,0,0,0
1,22,3,636,6,325,138,0,0,0,0
1,22,3,636,6,325,162,0,0,0,0
1,22,3,636,6,272,186,0,0,0,0
1,22,3,636,6,272,210,0,0,0,0
1,22,3,720,6,456,234,0,0,0,0
1,22,3,720,6,456,66,0,0,0,0
1,22,3,720,12,309,138,0,23,0,0
1,22,3,888,6,197,114,0,1,0,0
1,22,3,888,6,197,162,0,2,0,0
1,22,3,938,24,7,1,1,1,0,0
1,22,3,938,24,7,1,1,2,0,0
1,22,3,948,31,50,0,0,1,0,0
1,22,3,948,31,50,0,0,2,0,0
1,22,3,1028,6,276,138,0,0,0,0
1,22,3,1056,4,1,0,0,0,0,0
1,22,3,1056,6,198,138,0,3,0,0
1,22,3,1056,6,275,90,0,0,0,0
1,22,3,1056,33,513,0,0,3,0,0
1,22,3,1056,45,625,0,0,3,0,0
1,22,3,1084,6,275,186,0,0,0,0
1,22,3,1096,24,19,12,2,3,0,0
1,22,3,1096,24,10,2,1,3,0,0
1,22,3,1096,31,0,0,0,3,1,0
1,22,3,1116,31,0,0,0,3,10,0
1,22,3,1126,2,0,0,0,0,0,0
1,22,3,1127,2,1,0,0,0,0,0
1,22,3,1168,6,194,138,0,1,0,0
1,22,3,1168,19,0,0,0,1,2,0
1,22,3,1168,45,610,0,0,1,0,0
1,22,3,1168,61,3,0,10,0,0,0
1,22,3,1169,33,688,0,0,1,0,0
1,22,3,1200,15,459,150,2,19,0,0
1,22,3,1200,45,534,0,0,19,0,0
1,22,3,1228,19,0,-2,0,1,2,0
1,22,3,1230,19,0,1,0,19,0,0
1,22,3,1240,19,0,0,0,19,0,0
1,22,3,1250,33,394,0,0,19,0,0
1,22,3,1260,31,0,0,0,19,4,0
1,22,3,1310,15,459,150,2,18,0,0
1,22,3,1310,45,533,0,0,18,0,0
1,22,3,1320,19,0,1,0,18,0,0
1,22,3,1326,19,0,0,0,1,1,0
1,22,3,1329,19,-2,0,0,1,4,0
1,22,3,1330,19,0,0,0,18,0,0
1,22,3,1340,33,394,0,0,18,0,0
1,22,3,1341,19,0,0,0,1,1,0
1,22,3,1344,19,0,-2,0,1,2,0
1,22,3,1350,31,0,0,0,18,4,0
1,22,3,1358,19,0,0,0,1,1,0
1,22,3,1361,19,-2,0,0,1,4,0
1,22,3,1385,19,0,0,0,1,1,0
1,22,3,1388,19,0,-2,0,1,2,0
1,22,3,1416,19,0,0,0,1,3,0
1,22,3,1419,19,2,0,0,1,5,0
1,22,3,1431,19,0,0,0,1,8,0
1,22,3,1434,19,0,-2,0,1,7,0
1,22,3,1448,19,0,0,0,1,8,0
1,22,3,1451,19,2,0,0,1,5,0
1,22,3,1475,19,0,0,0,1,8,0
1,22,3,1478,19,0,2,0,1,7,0
1,22,3,1500,2,2,0,0,0,0,0
1,22,3,1532,6,275,138,0,0,0,0
1,22,3,1540,2,3,0,0,0,0,0
1,22,3,1560,6,272,138,0,0,0,0
1,22,3,1560,6,276,162,0,0,0,0
1,22,3,1560,6,276,114,0,0,0,0
1,22,3,1588,6,275,138,0,0,0,0
1,22,3,1600,6,531,40,-1,10,0,0
1,22,3,1600,45,628,0,0,10,0,0
1,22,3,1640,6,531,240,-1,11,0,0
1,22,3,1640,45,628,0,0,11,0,0
1,22,3,1672,6,272,90,0,0,0,0
1,22,3,1672,6,272,186,0,0,0,0
1,22,3,1680,6,531,40,-1,12,0,0
1,22,3,1680,45,628,0,0,12,0,0
1,22,3,1700,6,271,90,0,0,0,0
1,22,3,1700,6,271,186,0,0,0,0
1,22,3,1720,6,531,240,-1,13,0,0
1,22,3,1720,45,628,0,0,13,0,0
1,22,3,1760,6,531,40,-1,14,0,0
1,22,3,1760,45,628,0,0,14,0,0
1,22,3,1800,6,531,240,-1,15,0,0
1,22,3,1800,45,628,0,0,15,0,0
1,22,3,1812,6,276,138,0,0,0,0
1,22,3,1812,6,272,162,0,0,0,0
1,22,3,1812,6,272,90,0,0,0,0
1,22,3,1812,6,276,114,0,0,0,0
1,22,3,1840,6,531,40,-1,16,0,0
1,22,3,1840,45,628,0,0,16,0,0
1,22,3,1880,6,531,240,-1,17,0,0
1,22,3,1880,45,628,0,0,17,0,0
1,22,3,1920,6,531,40,-1,18,0,0
1,22,3,1920,45,628,0,0,18,0,0
1,22,3,1932,10,570,176,0,5,-24,0
1,22,3,1932,10,571,128,0,5,-24,0
1,22,3,1932,10,569,150,0,5,-48,0
1,22,3,1932,10,572,150,0,5,0,0
1,22,3,1932,10,568,152,0,5,-24,0
1,22,3,1952,12,313,114,0,24,0,0
1,22,3,1960,6,531,240,-1,19,0,0
1,22,3,1960,45,628,0,0,19,0,0
1,22,3,1992,10,570,76,0,6,-24,0
1,22,3,1992,10,571,28,0,6,-24,0
1,22,3,1992,10,569,50,0,6,-48,0
1,22,3,1992,10,572,50,0,6,0,0
1,22,3,1992,10,568,52,0,6,-24,0
1,22,3,2102,10,570,216,0,7,-24,0
1,22,3,2102,10,571,168,0,7,-24,0
1,22,3,2102,10,569,190,0,7,-48,0
1,22,3,2102,10,572,190,0,7,0,0
1,22,3,2102,10,568,192,0,7,-24,0
1,22,3,2120,12,313,42,0,25,0,0
1,22,3,2252,10,570,116,0,8,-24,0
1,22,3,2252,10,571,68,0,8,-24,0
1,22,3,2252,10,569,90,0,8,-48,0
1,22,3,2252,10,572,90,0,8,0,0
1,22,3,2252,10,568,92,0,8,-24,0
1,22,3,2342,10,570,246,0,9,-24,0
1,22,3,2342,10,571,198,0,9,-24,0
1,22,3,2342,10,569,220,0,9,-48,0
1,22,3,2342,10,572,220,0,9,0,0
1,22,3,2342,10,568,222,0,9,-24,0
1,22,3,2372,12,313,186,0,26,0,0
1,22,3,2572,10,570,146,0,5,-24,0
1,22,3,2572,10,571,98,0,5,-24,0
1,22,3,2572,10,569,120,0,5,-48,0
1,22,3,2572,10,572,120,0,5,0,0
1,22,3,2572,10,568,122,0,5,-24,0
1,22,3,2820,12,313,114,0,27,0,0
1,22,3,3212,12,313,42,0,28,0,0
1,22,3,3436,6,270,18,0,0,0,0
1,22,3,3464,6,270,18,0,0,0,0
1,22,3,3464,6,270,186,0,0,0,0
1,22,3,3492,6,270,186,0,0,0,0
1,22,3,3520,6,272,42,0,0,0,0
1,22,3,3520,6,276,66,0,0,0,0
1,22,3,3520,6,276,90,0,0,0,0
1,22,3,3520,6,276,114,0,0,0,0
1,22,3,3520,6,276,138,0,0,0,0
1,22,3,3520,6,272,162,0,0,0,0
1,22,3,3716,6,270,210,0,0,0,0
1,22,3,3744,6,270,42,0,0,0,0
1,22,3,3744,6,270,210,0,0,0,0
1,22,3,3772,6,270,42,0,0,0,0
1,22,3,3800,6,272,66,0,0,0,0
1,22,3,3800,6,276,90,0,0,0,0
1,22,3,3800,6,271,114,0,0,0,0
1,22,3,3800,6,271,138,0,0,0,0
1,22,3,3800,6,276,162,0,0,0,0
1,22,3,3800,6,272,186,0,0,0,0
1,22,3,4360,12,309,18,0,29,0,0
1,22,3,4360,12,309,258,0,30,0,0
1,22,3,4388,6,276,66,0,0,0,0
1,22,3,4388,6,276,90,0,0,0,0
1,22,3,4388,6,276,114,0,0,0,0
1,22,3,4388,6,276,138,0,0,0,0
1,22,3,4388,6,276,162,0,0,0,0
1,22,3,4388,6,276,186,0,0,0,0
1,22,3,4388,6,276,210,0,0,0,0
1,22,3,4388,6,276,234,0,0,0,0
1,22,3,4416,6,271,114,0,0,0,0
1,22,3,4416,6,270,138,0,0,0,0
1,22,3,4416,6,270,162,0,0,0,0
1,22,3,4416,6,271,186,0,0,0,0
1,22,3,4490,37,20,0,0,0,0,0
1,22,3,4500,12,440,60,3,16,0,3
1,22,3,4510,12,138,90,5,1,0,3
1,22,3,4520,12,440,210,4,17,0,3
1,22,3,4530,12,138,110,4,2,0,3
1,22,3,4535,12,138,280,5,3,0,3
1,22,3,4540,37,96,0,0,0,0,0
1,22,3,4690,37,20,0,0,0,0,0
1,22,3,4700,12,440,50,4,13,0,3
1,22,3,4710,12,138,130,4,4,0,3
1,22,3,4715,12,440,190,3,14,0,3
1,22,3,4725,12,138,260,5,5,0,3
1,22,3,4740,12,138,80,4,6,0,3
1,22,3,4740,37,96,0,0,0,0,0
1,22,3,4800,6,531,40,-2,10,0,0
1,22,3,4800,45,628,0,0,10,0,0
1,22,3,4808,6,325,66,0,0,0,0
1,22,3,4840,6,531,240,-2,11,0,0
1,22,3,4840,45,628,0,0,11,0,0
1,22,3,4880,6,531,50,-2,12,0,0
1,22,3,4880,10,570,166,0,8,-24,0
1,22,3,4880,10,571,118,0,8,-24,0
1,22,3,4880,10,569,140,0,8,-48,0
1,22,3,4880,10,572,140,0,8,0,0
1,22,3,4880,10,568,142,0,8,-24,0
1,22,3,4880,45,628,0,0,12,0,0
1,22,3,4920,6,531,230,-2,13,0,0
1,22,3,4920,45,628,0,0,13,0,0
1,22,3,4960,6,531,60,-2,14,0,0
1,22,3,4960,45,628,0,0,14,0,0
1,22,3,5000,6,531,220,-2,15,0,0
1,22,3,5000,45,628,0,0,15,0,0
1,22,3,5040,6,531,70,-2,16,0,0
1,22,3,5040,10,570,186,0,9,-24,0
1,22,3,5040,10,571,138,0,9,-24,0
1,22,3,5040,10,569,160,0,9,-48,0
1,22,3,5040,10,572,160,0,9,0,0
1,22,3,5040,10,568,162,0,9,-24,0
1,22,3,5040,45,628,0,0,16,0,0
1,22,3,5080,6,531,210,-2,17,0,0
1,22,3,5080,45,628,0,0,17,0,0
1,22,3,5120,6,531,60,-2,18,0,0
1,22,3,5120,45,628,0,0,18,0,0
1,22,3,5160,6,531,220,-2,19,0,0
1,22,3,5160,45,628,0,0,19,0,0
1,22,3,5200,6,531,50,-2,1,0,0
1,22,3,5200,10,570,166,0,7,-24,0
1,22,3,5200,10,571,118,0,7,-24,0
1,22,3,5200,10,569,140,0,7,-48,0
1,22,3,5200,10,572,140,0,7,0,0
1,22,3,5200,10,568,142,0,7,-24,0
1,22,3,5200,45,628,0,0,1,0,0
1,22,3,5240,6,531,230,-2,2,0,0
1,22,3,5240,45,628,0,0,2,0,0
1,22,3,5400,2,2,0,0,0,0,0
1,22,3,5400,10,571,18,0,4,-24,0
1,22,3,5400,10,569,40,0,4,-48,0
1,22,3,5400,10,572,40,0,4,0,0
1,22,3,5400,10,568,42,0,4,-24,0
1,22,3,5400,10,570,266,0,5,-24,0
1,22,3,5400,10,571,218,0,5,-24,0
1,22,3,5400,10,569,240,0,5,-48,0
1,22,3,5400,10,572,240,0,5,0,0
1,22,3,5400,10,568,242,0,5,-24,0
1,22,3,5400,10,570,66,0,4,-24,0
1,22,3,5460,6,570,116,0,6,-24,0
1,22,3,5460,6,571,68,0,6,-24,0
1,22,3,5460,6,569,90,0,6,-48,0
1,22,3,5460,6,572,90,0,6,0,0
1,22,3,5460,6,568,92,0,6,-24,0
1,22,3,5460,6,570,216,0,8,-24,0
1,22,3,5460,6,571,168,0,8,-24,0
1,22,3,5460,6,569,190,0,8,-48,0
1,22,3,5460,6,572,190,0,8,0,0
1,22,3,5460,6,568,192,0,8,-24,0
1,22,3,5540,10,570,166,0,9,-24,0
1,22,3,5540,10,571,118,0,9,-24,0
1,22,3,5540,10,569,140,0,9,-48,0
1,22,3,5540,10,572,140,0,9,0,0
1,22,3,5540,10,568,142,0,9,-24,0
1,22,3,5600,11,0,0,0,0,0,0
1,22,3,5690,37,20,0,0,0,0,0
1,22,3,5700,12,440,120,4,13,0,3
1,22,3,5710,12,138,110,4,4,0,3
1,22,3,5715,12,440,70,3,14,0,3
1,22,3,5730,12,440,270,3,15,0,3
1,22,3,5740,12,138,180,4,6,0,3
1,22,3,5740,37,96,0,0,0,0,0
1,22,3,7900,11,0,0,0,0,0,0
1,24,6,0,2,1,2,0,0,0,0
1,24,6,0,5,5,20,17,23,0,0
1,24,6,0,9,0,0,0,0,0,0
1,24,6,0,13,0,0,0,0,0,0
1,24,6,0,28,0,0,0,0,0,0
1,24,6,48,6,554,210,0,0,0,0
1,24,6,76,6,554,18,0,0,0,0
1,24,6,76,6,554,186,0,0,0,0
1,24,6,104,6,554,66,0,0,0,0
1,24,6,132,6,554,138,0,0,0,0
1,24,6,160,6,554,66,0,0,0,0
1,24,6,160,6,554,234,0,0,0,0
1,24,6,188,6,554,162,0,0,0,0
1,24,6,216,6,554,90,0,0,0,0
1,24,6,244,6,554,138,0,0,0,0
1,24,6,244,6,554,210,0,0,0,0
1,24,6,272,6,552,-6,0,0,0,0
1,24,6,272,6,554,90,0,0,0,0
1,24,6,300,6,552,18,0,0,0,0
1,24,6,300,10,553,258,0,0,0,0
1,24,6,328,6,552,42,0,0,0,0
1,24,6,328,10,553,234,0,0,0,0
1,24,6,356,10,586,66,0,4,0,0
1,24,6,356,10,588,90,0,4,0,0
1,24,6,356,10,588,114,0,4,0,0
1,24,6,356,10,589,138,0,4,0,0
1,24,6,356,10,588,162,0,4,0,0
1,24,6,356,10,588,186,0,4,0,0
1,24,6,356,10,587,210,0,4,0,0
1,24,6,356,45,628,0,0,4,0,0
1,24,6,384,6,552,-6,0,0,0,0
1,24,6,384,10,553,258,0,0,0,0
1,24,6,412,6,568,138,0,9,-24,0
1,24,6,412,10,578,168,0,9,-24,0
1,24,6,412,10,579,106,0,9,-24,0
1,24,6,412,10,569,136,0,9,-48,0
1,24,6,412,10,572,136,0,9,0,0
1,24,6,412,10,553,258,0,0,0,0
1,24,6,440,10,553,282,0,0,0,0
1,24,6,496,6,552,138,0,0,0,0
1,24,6,496,10,553,114,0,0,0,0
1,24,6,512,6,568,238,0,6,-24,0
1,24,6,512,6,568,38,0,8,-24,0
1,24,6,512,10,569,236,0,6,-48,0
1,24,6,512,10,572,236,0,6,0,0
1,24,6,512,10,572,36,0,8,0,0
1,24,6,512,10,569,36,0,8,-48,0
1,24,6,524,6,552,162,0,0,0,0
1,24,6,524,10,553,90,0,0,0,0
1,24,6,612,6,567,138,0,5,-24,0
1,24,6,612,10,584,106,0,5,-24,0
1,24,6,612,10,582,136,0,5,-48,0
1,24,6,612,10,585,136,0,5,0,0
1,24,6,612,10,583,168,0,5,-24,0
1,24,6,692,6,554,186,0,0,0,0
1,24,6,692,6,554,66,0,0,0,0
1,24,6,712,6,568,253,0,7,-24,0
1,24,6,712,6,568,53,0,7,-24,0
1,24,6,712,10,581,21,0,7,-24,0
1,24,6,712,10,569,51,0,7,-48,0
1,24,6,712,10,572,51,0,7,0,0
1,24,6,712,10,580,283,0,7,-24,0
1,24,6,712,10,569,251,0,7,-48,0
1,24,6,712,10,572,251,0,7,0,0
1,24,6,712,45,628,0,0,7,0,0
1,24,6,872,6,567,258,0,9,0,0
1,24,6,872,45,602,0,0,9,0,0
1,24,6,916,6,552,-6,0,0,0,0
1,24,6,916,10,553,234,0,0,0,0
1,24,6,916,10,553,258,0,0,0,0
1,24,6,916,10,553,282,0,0,0,0
1,24,6,916,10,586,42,0,5,0,0
1,24,6,916,10,588,66,0,5,0,0
1,24,6,916,10,589,90,0,5,0,0
1,24,6,916,10,588,114,0,5,0,0
1,24,6,916,10,587,138,0,5,0,0
1,24,6,916,10,553,186,0,0,0,0
1,24,6,916,10,553,210,0,0,0,0
1,24,6,944,6,552,18,0,0,0,0
1,24,6,972,6,552,42,0,0,0,0
1,24,6,1000,6,552,66,0,0,0,0
1,24,6,1028,10,589,138,0,2,0,0
1,24,6,1028,10,587,162,0,2,0,0
1,24,6,1028,10,586,114,0,2,0,0
1,24,6,1056,10,553,210,0,0,0,0
1,24,6,1112,10,553,186,0,0,0,0
1,24,6,1140,10,586,210,0,3,0,0
1,24,6,1140,10,588,234,0,3,0,0
1,24,6,1140,10,589,258,0,3,0,0
1,24,6,1140,10,589,282,0,3,0,0
1,24,6,1140,10,586,90,0,4,0,0
1,24,6,1140,10,589,114,0,4,0,0
1,24,6,1140,10,587,138,0,4,0,0
1,24,6,1168,6,554,18,0,0,0,0
1,24,6,1168,10,553,162,0,0,0,0
1,24,6,1196,10,553,162,0,0,0,0
1,24,6,1224,6,554,114,0,0,0,0
1,24,6,1224,10,553,162,0,0,0,0
1,24,6,1252,6,567,42,0,6,-24,0
1,24,6,1252,10,583,74,0,6,-24,0
1,24,6,1252,10,584,12,0,6,-24,0
1,24,6,1252,10,582,40,0,6,-48,0
1,24,6,1252,10,585,40,0,6,0,0
1,24,6,1252,10,553,162,0,0,0,0
1,24,6,1280,10,553,138,0,0,0,0
1,24,6,1280,10,586,186,0,21,0,0
1,24,6,1280,10,588,210,0,21,0,0
1,24,6,1280,10,589,234,0,22,0,0
1,24,6,1280,10,587,258,0,21,0,0
1,24,6,1280,33,533,0,0,22,0,0
1,24,6,1308,6,552,-30,0,0,0,0
1,24,6,1308,6,554,90,0,0,0,0
1,24,6,1308,10,553,162,0,0,0,0
1,24,6,1336,6,552,-30,0,0,0,0
1,24,6,1336,6,554,42,0,0,0,0
1,24,6,1336,10,553,186,0,0,0,0
1,24,6,1364,6,552,-6,0,0,0,0
1,24,6,1364,10,553,186,0,0,0,0
1,24,6,1392,6,552,18,0,0,0,0
1,24,6,1420,6,586,42,0,5,0,0
1,24,6,1420,6,588,66,0,5,0,0
1,24,6,1420,6,589,90,0,5,0,0
1,24,6,1420,6,587,114,0,5,0,0
1,24,6,1420,10,553,162,0,0,0,0
1,24,6,1452,6,567,42,0,6,-24,0
1,24,6,1452,10,584,12,0,6,-24,0
1,24,6,1452,10,582,40,0,6,-48,0
1,24,6,1452,10,585,40,0,6,0,0
1,24,6,1452,10,583,74,0,6,-24,0
1,24,6,1476,6,552,-6,0,0,0,0
1,24,6,1492,6,567,242,0,7,-24,0
1,24,6,1492,10,584,212,0,7,-24,0
1,24,6,1492,10,582,240,0,7,-48,0
1,24,6,1492,10,585,240,0,7,0,0
1,24,6,1492,10,583,274,0,7,-24,0
1,24,6,1512,6,567,82,0,8,-24,0
1,24,6,1512,10,584,52,0,8,-24,0
1,24,6,1512,10,582,80,0,8,-48,0
1,24,6,1512,10,585,80,0,8,0,0
1,24,6,1512,10,583,114,0,8,-24,0
1,24,6,1552,6,568,142,0,9,-24,0
1,24,6,1552,10,584,112,0,9,-24,0
1,24,6,1552,10,582,140,0,9,-48,0
1,24,6,1552,10,585,140,0,9,0,0
1,24,6,1552,10,583,174,0,9,-24,0
1,24,6,1592,6,567,62,0,10,-24,0
1,24,6,1592,10,584,32,0,10,-24,0
1,24,6,1592,10,582,60,0,10,-48,0
1,24,6,1592,10,585,60,0,10,0,0
1,24,6,1592,10,583,94,0,10,-24,0
1,24,6,1642,6,568,222,0,11,-24,0
1,24,6,1642,10,584,192,0,11,-24,0
1,24,6,1642,10,582,220,0,11,-48,0
1,24,6,1642,10,585,220,0,11,0,0
1,24,6,1642,10,583,254,0,11,-24,0
1,24,6,1692,6,567,242,0,12,-24,0
1,24,6,1692,10,584,212,0,12,-24,0
1,24,6,1692,10,582,240,0,12,-48,0
1,24,6,1692,10,585,240,0,12,0,0
1,24,6,1692,10,583,274,0,12,-24,0
1,24,6,1722,6,568,122,0,13,-24,0
1,24,6,1722,10,584,92,0,13,-24,0
1,24,6,1722,10,582,120,0,13,-48,0
1,24,6,1722,10,585,120,0,13,0,0
1,24,6,1722,10,583,154,0,13,-24,0
1,24,6,1742,6,567,162,0,5,-24,0
1,24,6,1742,10,584,132,0,5,-24,0
1,24,6,1742,10,582,160,0,5,-48,0
1,24,6,1742,10,585,160,0,5,0,0
1,24,6,1742,10,583,194,0,5,-24,0
1,24,6,1762,6,567,62,0,6,-24,0
1,24,6,1762,10,584,32,0,6,-24,0
1,24,6,1762,10,582,60,0,6,-48,0
1,24,6,1762,10,585,60,0,6,0,0
1,24,6,1762,10,583,94,0,6,-24,0
1,24,6,1896,6,552,-6,0,0,0,0
1,24,6,1924,10,586,42,0,10,0,0
1,24,6,1924,10,588,66,0,10,0,0
1,24,6,1924,10,589,90,0,10,0,0
1,24,6,1924,10,587,114,0,10,0,0
1,24,6,1952,6,552,18,0,0,0,0
1,24,6,1952,10,553,138,0,0,0,0
1,24,6,1952,10,553,282,0,0,0,0
1,24,6,1980,10,553,138,0,0,0,0
1,24,6,1980,10,586,186,0,11,0,0
1,24,6,1980,10,588,210,0,11,0,0
1,24,6,1980,10,589,234,0,11,0,0
1,24,6,1980,10,587,258,0,11,0,0
1,24,6,2008,6,552,186,0,0,0,0
1,24,6,2008,10,553,162,0,0,0,0
1,24,6,2036,10,553,186,0,0,0,0
1,24,6,2064,10,553,186,0,0,0,0
1,24,6,2092,10,553,186,0,0,0,0
1,24,6,2120,6,552,186,0,0,0,0
1,24,6,2120,10,553,162,0,0,0,0
1,24,6,2148,10,553,162,0,0,0,0
1,24,6,2148,15,590,-10,1,19,0,0
1,24,6,2148,45,604,0,0,19,0,0
1,24,6,2176,10,553,138,0,0,0,0
1,24,6,2176,10,553,162,0,0,0,0
1,24,6,2190,15,590,22,1,18,0,0
1,24,6,2190,45,615,0,0,18,0,0
1,24,6,2204,6,552,138,0,0,0,0
1,24,6,2204,10,553,114,0,0,0,0
1,24,6,2232,10,553,114,0,0,0,0
1,24,6,2260,10,553,114,0,0,0,0
1,24,6,2288,10,553,90,0,0,0,0
1,24,6,2316,10,553,66,0,0,0,0
1,24,6,2344,6,552,186,0,0,0,0
1,24,6,2344,10,553,66,0,0,0,0
1,24,6,2372,6,552,186,0,0,0,0
1,24,6,2372,10,553,66,0,0,0,0
1,24,6,2372,15,590,234,1,16,0,0
1,24,6,2372,45,616,0,0,16,0,0
1,24,6,2380,10,503,126,0,0,0,0
1,24,6,2390,10,503,126,0,0,0,0
1,24,6,2400,6,552,186,0,0,0,0
1,24,6,2400,10,553,66,0,0,0,0
1,24,6,2400,10,503,126,0,0,0,0
1,24,6,2410,10,503,126,0,0,0,0
1,24,6,2420,10,503,126,0,0,0,0
1,24,6,2428,6,552,186,0,0,0,0
1,24,6,2428,10,553,66,0,0,0,0
1,24,6,2456,6,552,162,0,0,0,0
1,24,6,2456,10,553,90,0,0,0,0
1,24,6,2482,15,590,-10,1,17,0,0
1,24,6,2482,45,622,0,0,17,0,0
1,24,6,2596,6,552,90,0,0,0,0
1,24,6,2596,6,552,258,0,0,0,0
1,24,6,2596,10,553,234,0,0,0,0
1,24,6,2596,10,553,66,0,0,0,0
1,24,6,2624,6,552,258,0,0,0,0
1,24,6,2624,10,553,66,0,0,0,0
1,24,6,2624,10,586,114,0,7,0,0
1,24,6,2624,10,588,138,0,7,0,0
1,24,6,2624,10,588,162,0,7,0,0
1,24,6,2624,10,589,186,0,7,0,0
1,24,6,2624,10,587,210,0,7,0,0
1,24,6,2652,6,552,90,0,0,0,0
1,24,6,2652,10,553,234,0,0,0,0
1,24,6,2680,6,552,90,0,0,0,0
1,24,6,2680,10,553,234,0,0,0,0
1,24,6,2680,15,590,-10,1,19,0,0
1,24,6,2680,45,628,0,0,19,0,0
1,24,6,2700,15,590,12,1,18,0,0
1,24,6,2700,45,628,0,0,18,0,0
1,24,6,2708,6,552,90,0,0,0,0
1,24,6,2708,10,553,234,0,0,0,0
1,24,6,2736,6,586,114,0,8,0,0
1,24,6,2736,6,589,138,0,8,0,0
1,24,6,2736,6,588,162,0,8,0,0
1,24,6,2736,6,588,186,0,8,0,0
1,24,6,2736,6,587,210,0,8,0,0
1,24,6,2760,15,590,110,1,3,0,0
1,24,6,2760,15,590,160,1,4,0,0
1,24,6,2760,33,506,0,0,3,0,0
1,24,6,2760,33,534,0,0,4,0,0
1,24,6,2764,6,552,90,0,0,0,0
1,24,6,2764,10,553,234,0,0,0,0
1,24,6,2792,6,552,90,0,0,0,0
1,24,6,2792,10,553,258,0,0,0,0
1,24,6,2820,6,552,90,0,0,0,0
1,24,6,2820,10,553,258,0,0,0,0
1,24,6,2820,10,590,0,1,9,0,0
1,24,6,2820,33,591,0,0,9,0,0
1,24,6,2848,6,552,90,0,0,0,0
1,24,6,2848,10,553,258,0,0,0,0
1,24,6,2876,6,552,90,0,0,0,0
1,24,6,2876,10,553,234,0,0,0,0
1,24,6,2900,2,2,0,0,0,0,0
1,24,6,2900,6,568,62,0,6,-24,0
1,24,6,2900,10,584,32,0,6,-24,0
1,24,6,2900,10,582,60,0,6,-48,0
1,24,6,2900,10,585,60,0,6,0,0
1,24,6,2900,10,583,94,0,6,-24,0
1,24,6,2904,6,552,90,0,0,0,0
1,24,6,2904,10,553,234,0,0,0,0
1,24,6,2950,6,568,262,0,7,-24,0
1,24,6,2950,10,584,232,0,7,-24,0
1,24,6,2950,10,582,260,0,7,-48,0
1,24,6,2950,10,585,260,0,7,0,0
1,24,6,2950,10,583,294,0,7,-24,0
1,24,6,2960,6,552,66,0,0,0,0
1,24,6,2960,10,553,234,0,0,0,0
1,24,6,2988,6,552,42,0,0,0,0
1,24,6,2988,10,553,234,0,0,0,0
1,24,6,3000,6,567,162,0,8,-24,0
1,24,6,3000,10,584,132,0,8,-24,0
1,24,6,3000,10,582,160,0,8,-48,0
1,24,6,3000,10,585,160,0,8,0,0
1,24,6,3000,10,583,194,0,8,-24,0
1,24,6,3016,10,553,234,0,0,0,0
1,24,6,3044,6,552,18,0,0,0,0
1,24,6,3044,10,553,234,0,0,0,0
1,24,6,3050,6,568,62,0,9,-24,0
1,24,6,3050,6,568,262,0,3,-24,0
1,24,6,3050,10,582,60,0,9,-48,0
1,24,6,3050,10,585,60,0,9,0,0
1,24,6,3050,10,583,94,0,9,-24,0
1,24,6,3050,10,583,294,0,3,-24,0
1,24,6,3050,10,584,232,0,3,-24,0
1,24,6,3050,10,582,260,0,3,-48,0
1,24,6,3050,10,585,260,0,3,0,0
1,24,6,3050,10,584,32,0,9,-24,0
1,24,6,3072,6,552,18,0,0,0,0
1,24,6,3072,10,553,234,0,0,0,0
1,24,6,3100,6,552,18,0,0,0,0
1,24,6,3100,6,568,62,0,4,-24,0
1,24,6,3100,10,583,94,0,4,-24,0
1,24,6,3100,10,584,32,0,4,-24,0
1,24,6,3100,10,582,60,0,4,-48,0
1,24,6,3100,10,585,60,0,4,0,0
